matricule,nom,prenom,filiere_code,matiere_code,note,note_max,type_evaluation,coefficient,date_evaluation,semestre,annee_academique
ETU-ELEC-003,BAHOUN,Kossi,L1-ELEC-2026,ELTECH301,13.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-003,BAHOUN,Kossi,L1-ELEC-2026,TS201,12.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-003,BAHOUN,Kossi,L1-ELEC-2026,PHYA101,14.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-004,KOFFI,Rachid,L1-ELEC-2026,EA201,12.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-004,KOFFI,Rachid,L1-ELEC-2026,EN301,11.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-004,KOFFI,Rachid,L1-ELEC-2026,AUTO201,13.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-004,KOFFI,Rachid,L1-ELEC-2026,ELTECH301,12.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-004,KOFFI,Rachid,L1-ELEC-2026,TS201,11.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-004,KOFFI,Rachid,L1-ELEC-2026,PHYA101,13.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-005,SALIHOU,Marie,L1-ELEC-2026,EA201,10.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-005,SALIHOU,Marie,L1-ELEC-2026,EN301,9.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-005,SALIHOU,Marie,L1-ELEC-2026,AUTO201,11.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-005,SALIHOU,Marie,L1-ELEC-2026,ELTECH301,10.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-005,SALIHOU,Marie,L1-ELEC-2026,TS201,9.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-005,SALIHOU,Marie,L1-ELEC-2026,PHYA101,11.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-006,ZANNOU,Ibrahim,L1-ELEC-2026,EA201,7.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-006,ZANNOU,Ibrahim,L1-ELEC-2026,EN301,6.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-006,ZANNOU,Ibrahim,L1-ELEC-2026,AUTO201,8.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-006,ZANNOU,Ibrahim,L1-ELEC-2026,ELTECH301,7.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-006,ZANNOU,Ibrahim,L1-ELEC-2026,TS201,5.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-006,ZANNOU,Ibrahim,L1-ELEC-2026,PHYA101,8.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-007,DOE,Nadège,L1-ELEC-2026,EA201,4.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-007,DOE,Nadège,L1-ELEC-2026,EN301,3.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-007,DOE,Nadège,L1-ELEC-2026,AUTO201,5.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-007,DOE,Nadège,L1-ELEC-2026,ELTECH301,3.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-007,DOE,Nadège,L1-ELEC-2026,TS201,2.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-007,DOE,Nadège,L1-ELEC-2026,PHYA101,5.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-008,AGBOSSOU,Félix,L1-ELEC-2026,EA201,3.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-008,AGBOSSOU,Félix,L1-ELEC-2026,EN301,2.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-008,AGBOSSOU,Félix,L1-ELEC-2026,AUTO201,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-008,AGBOSSOU,Félix,L1-ELEC-2026,ELTECH301,2.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-008,AGBOSSOU,Félix,L1-ELEC-2026,TS201,1.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-008,AGBOSSOU,Félix,L1-ELEC-2026,PHYA101,4.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-009,TONATO,Pierre,L2-ELEC-2026,EA201,17.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-009,TONATO,Pierre,L2-ELEC-2026,EN301,16.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-009,TONATO,Pierre,L2-ELEC-2026,AUTO201,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-009,TONATO,Pierre,L2-ELEC-2026,ELTECH301,17.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-009,TONATO,Pierre,L2-ELEC-2026,TS201,16.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-009,TONATO,Pierre,L2-ELEC-2026,PHYA101,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-010,DOSSOU,Amina,L2-ELEC-2026,EA201,15.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-010,DOSSOU,Amina,L2-ELEC-2026,EN301,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-010,DOSSOU,Amina,L2-ELEC-2026,AUTO201,17.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-010,DOSSOU,Amina,L2-ELEC-2026,ELTECH301,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-010,DOSSOU,Amina,L2-ELEC-2026,TS201,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-010,DOSSOU,Amina,L2-ELEC-2026,PHYA101,17.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-011,GBAGUIDI,Serge,L2-ELEC-2026,EA201,13.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-011,GBAGUIDI,Serge,L2-ELEC-2026,EN301,13.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-011,GBAGUIDI,Serge,L2-ELEC-2026,AUTO201,14.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-011,GBAGUIDI,Serge,L2-ELEC-2026,ELTECH301,14.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-011,GBAGUIDI,Serge,L2-ELEC-2026,TS201,12.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-011,GBAGUIDI,Serge,L2-ELEC-2026,PHYA101,14.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-012,HOUNGAN,Estelle,L2-ELEC-2026,EA201,12.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-012,HOUNGAN,Estelle,L2-ELEC-2026,EN301,11.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-012,HOUNGAN,Estelle,L2-ELEC-2026,AUTO201,13.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-012,HOUNGAN,Estelle,L2-ELEC-2026,ELTECH301,12.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-012,HOUNGAN,Estelle,L2-ELEC-2026,TS201,11.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-012,HOUNGAN,Estelle,L2-ELEC-2026,PHYA101,13.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-013,ADJOVI,Franck,L2-ELEC-2026,EA201,10.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-013,ADJOVI,Franck,L2-ELEC-2026,EN301,9.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-013,ADJOVI,Franck,L2-ELEC-2026,AUTO201,11.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-013,ADJOVI,Franck,L2-ELEC-2026,ELTECH301,10.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-013,ADJOVI,Franck,L2-ELEC-2026,TS201,9.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-013,ADJOVI,Franck,L2-ELEC-2026,PHYA101,11.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-014,SOGLO,Diane,L2-ELEC-2026,EA201,7.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-014,SOGLO,Diane,L2-ELEC-2026,EN301,6.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-014,SOGLO,Diane,L2-ELEC-2026,AUTO201,8.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-014,SOGLO,Diane,L2-ELEC-2026,ELTECH301,7.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-014,SOGLO,Diane,L2-ELEC-2026,TS201,6.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-014,SOGLO,Diane,L2-ELEC-2026,PHYA101,8.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-015,BIAOU,Léon,L2-ELEC-2026,EA201,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-015,BIAOU,Léon,L2-ELEC-2026,EN301,3.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-015,BIAOU,Léon,L2-ELEC-2026,AUTO201,5.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-015,BIAOU,Léon,L2-ELEC-2026,ELTECH301,4.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-015,BIAOU,Léon,L2-ELEC-2026,TS201,3.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-015,BIAOU,Léon,L2-ELEC-2026,PHYA101,5.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-016,AMOUSSOU,Grâce,L2-ELEC-2026,EA201,2.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-016,AMOUSSOU,Grâce,L2-ELEC-2026,EN301,2.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-016,AMOUSSOU,Grâce,L2-ELEC-2026,AUTO201,4.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-016,AMOUSSOU,Grâce,L2-ELEC-2026,ELTECH301,3.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-016,AMOUSSOU,Grâce,L2-ELEC-2026,TS201,1.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-016,AMOUSSOU,Grâce,L2-ELEC-2026,PHYA101,4.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-017,ADJAKOU,Rodrigue,L3-ELEC-2026,EA201,16.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-017,ADJAKOU,Rodrigue,L3-ELEC-2026,EN301,17.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-017,ADJAKOU,Rodrigue,L3-ELEC-2026,AUTO201,15.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-017,ADJAKOU,Rodrigue,L3-ELEC-2026,ELTECH301,16.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-017,ADJAKOU,Rodrigue,L3-ELEC-2026,TS201,17.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-017,ADJAKOU,Rodrigue,L3-ELEC-2026,PHYA101,16.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-018,SOSSOU,Claudine,L3-ELEC-2026,EA201,15.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-018,SOSSOU,Claudine,L3-ELEC-2026,EN301,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-018,SOSSOU,Claudine,L3-ELEC-2026,AUTO201,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-018,SOSSOU,Claudine,L3-ELEC-2026,ELTECH301,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-018,SOSSOU,Claudine,L3-ELEC-2026,TS201,16.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-018,SOSSOU,Claudine,L3-ELEC-2026,PHYA101,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-019,MENSAH,David,L3-ELEC-2026,EA201,13.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-019,MENSAH,David,L3-ELEC-2026,EN301,12.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-019,MENSAH,David,L3-ELEC-2026,AUTO201,14.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-019,MENSAH,David,L3-ELEC-2026,ELTECH301,13.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-019,MENSAH,David,L3-ELEC-2026,TS201,12.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-019,MENSAH,David,L3-ELEC-2026,PHYA101,14.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-020,BOHOUN,Inès,L3-ELEC-2026,EA201,12.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-020,BOHOUN,Inès,L3-ELEC-2026,EN301,11.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-020,BOHOUN,Inès,L3-ELEC-2026,AUTO201,13.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-020,BOHOUN,Inès,L3-ELEC-2026,ELTECH301,11.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-020,BOHOUN,Inès,L3-ELEC-2026,TS201,11.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-020,BOHOUN,Inès,L3-ELEC-2026,PHYA101,12.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-021,AGOSSA,Wilfried,L3-ELEC-2026,EA201,10.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-021,AGOSSA,Wilfried,L3-ELEC-2026,EN301,9.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-021,AGOSSA,Wilfried,L3-ELEC-2026,AUTO201,11.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-021,AGOSSA,Wilfried,L3-ELEC-2026,ELTECH301,10.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-021,AGOSSA,Wilfried,L3-ELEC-2026,TS201,9.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-021,AGOSSA,Wilfried,L3-ELEC-2026,PHYA101,10.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-022,AFFO,Tatiana,L3-ELEC-2026,EA201,7.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-022,AFFO,Tatiana,L3-ELEC-2026,EN301,5.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-022,AFFO,Tatiana,L3-ELEC-2026,AUTO201,8.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-022,AFFO,Tatiana,L3-ELEC-2026,ELTECH301,6.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-022,AFFO,Tatiana,L3-ELEC-2026,TS201,5.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-022,AFFO,Tatiana,L3-ELEC-2026,PHYA101,8.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-023,KPANOU,Xavier,L3-ELEC-2026,EA201,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-023,KPANOU,Xavier,L3-ELEC-2026,EN301,3.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-023,KPANOU,Xavier,L3-ELEC-2026,AUTO201,5.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-023,KPANOU,Xavier,L3-ELEC-2026,ELTECH301,3.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-023,KPANOU,Xavier,L3-ELEC-2026,TS201,2.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-023,KPANOU,Xavier,L3-ELEC-2026,PHYA101,5.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-024,FOLARIN,Bénédicte,L3-ELEC-2026,EA201,2.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-024,FOLARIN,Bénédicte,L3-ELEC-2026,EN301,2.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-024,FOLARIN,Bénédicte,L3-ELEC-2026,AUTO201,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-ELEC-024,FOLARIN,Bénédicte,L3-ELEC-2026,ELTECH301,2.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-024,FOLARIN,Bénédicte,L3-ELEC-2026,TS201,1.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-ELEC-024,FOLARIN,Bénédicte,L3-ELEC-2026,PHYA101,4.50,20,Examen,2,2026-05-20,S2,2025-2026
