matricule,nom,prenom,filiere_code,matiere_code,note,note_max,type_evaluation,coefficient,date_evaluation,semestre,annee_academique
ETU-MATH-005,GNACADJA,Urbain,L1-MATH-2026,OPTIM301,9.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-005,GNACADJA,Urbain,L1-MATH-2026,ANUM201,10.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-006,OKOU,Rita,L1-MATH-2026,ANA201,7.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-006,OKOU,Rita,L1-MATH-2026,ALG101,6.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-006,OKOU,Rita,L1-MATH-2026,PROBA201,8.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-006,OKOU,Rita,L1-MATH-2026,OPTIM301,6.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-006,OKOU,Rita,L1-MATH-2026,ANUM201,7.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-007,DJOSSOU,Quentin,L1-MATH-2026,ANA201,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-007,DJOSSOU,Quentin,L1-MATH-2026,ALG101,3.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-007,DJOSSOU,Quentin,L1-MATH-2026,PROBA201,5.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-007,DJOSSOU,Quentin,L1-MATH-2026,OPTIM301,3.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-007,DJOSSOU,Quentin,L1-MATH-2026,ANUM201,4.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-008,DAGA,Viviane,L1-MATH-2026,ANA201,3.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-008,DAGA,Viviane,L1-MATH-2026,ALG101,2.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-008,DAGA,Viviane,L1-MATH-2026,PROBA201,4.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-008,DAGA,Viviane,L1-MATH-2026,OPTIM301,2.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-008,DAGA,Viviane,L1-MATH-2026,ANUM201,3.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-009,ZINFLOU,Aristide,L2-MATH-2026,ANA201,17.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-009,ZINFLOU,Aristide,L2-MATH-2026,ALG101,16.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-009,ZINFLOU,Aristide,L2-MATH-2026,PROBA201,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-009,ZINFLOU,Aristide,L2-MATH-2026,OPTIM301,16.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-009,ZINFLOU,Aristide,L2-MATH-2026,ANUM201,17.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-010,TOSSOU,Bérénice,L2-MATH-2026,ANA201,15.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-010,TOSSOU,Bérénice,L2-MATH-2026,ALG101,15.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-010,TOSSOU,Bérénice,L2-MATH-2026,PROBA201,17.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-010,TOSSOU,Bérénice,L2-MATH-2026,OPTIM301,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-010,TOSSOU,Bérénice,L2-MATH-2026,ANUM201,16.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-011,HOUSSOU,Cédric,L2-MATH-2026,ANA201,14.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-011,HOUSSOU,Cédric,L2-MATH-2026,ALG101,13.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-011,HOUSSOU,Cédric,L2-MATH-2026,PROBA201,13.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-011,HOUSSOU,Cédric,L2-MATH-2026,OPTIM301,12.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-011,HOUSSOU,Cédric,L2-MATH-2026,ANUM201,13.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-012,AZONKPIN,Florence,L2-MATH-2026,ANA201,12.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-012,AZONKPIN,Florence,L2-MATH-2026,ALG101,11.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-012,AZONKPIN,Florence,L2-MATH-2026,PROBA201,12.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-012,AZONKPIN,Florence,L2-MATH-2026,OPTIM301,11.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-012,AZONKPIN,Florence,L2-MATH-2026,ANUM201,12.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-013,ASSOGBA,Yves,L2-MATH-2026,ANA201,10.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-013,ASSOGBA,Yves,L2-MATH-2026,ALG101,10.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-013,ASSOGBA,Yves,L2-MATH-2026,PROBA201,11.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-013,ASSOGBA,Yves,L2-MATH-2026,OPTIM301,9.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-013,ASSOGBA,Yves,L2-MATH-2026,ANUM201,10.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-014,DEGBEY,Zénab,L2-MATH-2026,ANA201,7.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-014,DEGBEY,Zénab,L2-MATH-2026,ALG101,6.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-014,DEGBEY,Zénab,L2-MATH-2026,PROBA201,8.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-014,DEGBEY,Zénab,L2-MATH-2026,OPTIM301,6.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-014,DEGBEY,Zénab,L2-MATH-2026,ANUM201,7.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-015,GANGBO,Olivier,L2-MATH-2026,ANA201,4.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-015,GANGBO,Olivier,L2-MATH-2026,ALG101,3.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-015,GANGBO,Olivier,L2-MATH-2026,PROBA201,5.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-015,GANGBO,Olivier,L2-MATH-2026,OPTIM301,3.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-015,GANGBO,Olivier,L2-MATH-2026,ANUM201,4.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-016,HOUNKPE,Nathalie,L2-MATH-2026,ANA201,3.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-016,HOUNKPE,Nathalie,L2-MATH-2026,ALG101,2.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-016,HOUNKPE,Nathalie,L2-MATH-2026,PROBA201,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-016,HOUNKPE,Nathalie,L2-MATH-2026,OPTIM301,2.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-016,HOUNKPE,Nathalie,L2-MATH-2026,ANUM201,3.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-017,KASSA,Émile,L3-MATH-2026,ANA201,16.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-017,KASSA,Émile,L3-MATH-2026,ALG101,17.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-017,KASSA,Émile,L3-MATH-2026,PROBA201,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-017,KASSA,Émile,L3-MATH-2026,OPTIM301,15.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-017,KASSA,Émile,L3-MATH-2026,ANUM201,17.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-018,LAWANI,Sophie,L3-MATH-2026,ANA201,15.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-018,LAWANI,Sophie,L3-MATH-2026,ALG101,16.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-018,LAWANI,Sophie,L3-MATH-2026,PROBA201,15.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-018,LAWANI,Sophie,L3-MATH-2026,OPTIM301,16.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-018,LAWANI,Sophie,L3-MATH-2026,ANUM201,16.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-019,MEHOU,Koffi,L3-MATH-2026,ANA201,13.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-019,MEHOU,Koffi,L3-MATH-2026,ALG101,12.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-019,MEHOU,Koffi,L3-MATH-2026,PROBA201,14.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-019,MEHOU,Koffi,L3-MATH-2026,OPTIM301,12.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-019,MEHOU,Koffi,L3-MATH-2026,ANUM201,13.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-020,NOUKPO,Alice,L3-MATH-2026,ANA201,11.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-020,NOUKPO,Alice,L3-MATH-2026,ALG101,12.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-020,NOUKPO,Alice,L3-MATH-2026,PROBA201,12.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-020,NOUKPO,Alice,L3-MATH-2026,OPTIM301,11.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-020,NOUKPO,Alice,L3-MATH-2026,ANUM201,11.50,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-021,OUASSA,Félicien,L3-MATH-2026,ANA201,9.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-021,OUASSA,Félicien,L3-MATH-2026,ALG101,10.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-021,OUASSA,Félicien,L3-MATH-2026,PROBA201,10.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-021,OUASSA,Félicien,L3-MATH-2026,OPTIM301,9.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-021,OUASSA,Félicien,L3-MATH-2026,ANUM201,10.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-022,PADONOU,Fatima,L3-MATH-2026,ANA201,6.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-022,PADONOU,Fatima,L3-MATH-2026,ALG101,7.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-022,PADONOU,Fatima,L3-MATH-2026,PROBA201,7.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-022,PADONOU,Fatima,L3-MATH-2026,OPTIM301,6.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-022,PADONOU,Fatima,L3-MATH-2026,ANUM201,7.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-023,QUENUM,Jean,L3-MATH-2026,ANA201,3.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-023,QUENUM,Jean,L3-MATH-2026,ALG101,4.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-023,QUENUM,Jean,L3-MATH-2026,PROBA201,4.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-023,QUENUM,Jean,L3-MATH-2026,OPTIM301,3.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-023,QUENUM,Jean,L3-MATH-2026,ANUM201,4.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-024,SAGBO,Amina,L3-MATH-2026,ANA201,2.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-024,SAGBO,Amina,L3-MATH-2026,ALG101,2.00,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-024,SAGBO,Amina,L3-MATH-2026,PROBA201,3.50,20,Examen,2,2026-01-15,S1,2025-2026
ETU-MATH-024,SAGBO,Amina,L3-MATH-2026,OPTIM301,2.00,20,Examen,2,2026-05-20,S2,2025-2026
ETU-MATH-024,SAGBO,Amina,L3-MATH-2026,ANUM201,3.00,20,Examen,2,2026-05-20,S2,2025-2026
